timestamp,avalanche-2_log_return,binancecoin_log_return,bitcoin_log_return,cardano_log_return,dogecoin_log_return,ethereum_log_return,litecoin_log_return,matic-network_log_return,polkadot_log_return,ripple_log_return,shiba-inu_log_return,solana_log_return,tether_log_return,tron_log_return,usd-coin_log_return,avalanche-2_log_return_30d_vol,binancecoin_log_return_30d_vol,bitcoin_log_return_30d_vol,cardano_log_return_30d_vol,dogecoin_log_return_30d_vol,ethereum_log_return_30d_vol,litecoin_log_return_30d_vol,matic-network_log_return_30d_vol,polkadot_log_return_30d_vol,ripple_log_return_30d_vol,shiba-inu_log_return_30d_vol,solana_log_return_30d_vol,tether_log_return_30d_vol,tron_log_return_30d_vol,usd-coin_log_return_30d_vol,avalanche-2_90d_momentum,binancecoin_90d_momentum,bitcoin_90d_momentum,cardano_90d_momentum,dogecoin_90d_momentum,ethereum_90d_momentum,litecoin_90d_momentum,matic-network_90d_momentum,polkadot_90d_momentum,ripple_90d_momentum,shiba-inu_90d_momentum,solana_90d_momentum,tether_90d_momentum,tron_90d_momentum,usd-coin_90d_momentum,avalanche-2_rsi14,binancecoin_rsi14,bitcoin_rsi14,cardano_rsi14,dogecoin_rsi14,ethereum_rsi14,litecoin_rsi14,matic-network_rsi14,polkadot_rsi14,ripple_rsi14,shiba-inu_rsi14,solana_rsi14,tether_rsi14,tron_rsi14,usd-coin_rsi14,avalanche-2_pctB,binancecoin_pctB,bitcoin_pctB,cardano_pctB,dogecoin_pctB,ethereum_pctB,litecoin_pctB,matic-network_pctB,polkadot_pctB,ripple_pctB,shiba-inu_pctB,solana_pctB,tether_pctB,tron_pctB,usd-coin_pctB,avalanche-2_macd_hist,binancecoin_macd_hist,bitcoin_macd_hist,cardano_macd_hist,dogecoin_macd_hist,ethereum_macd_hist,litecoin_macd_hist,matic-network_macd_hist,polkadot_macd_hist,ripple_macd_hist,shiba-inu_macd_hist,solana_macd_hist,tether_macd_hist,tron_macd_hist,usd-coin_macd_hist,avalanche-2_log_return_sharpe30,binancecoin_log_return_sharpe30,bitcoin_log_return_sharpe30,cardano_log_return_sharpe30,dogecoin_log_return_sharpe30,ethereum_log_return_sharpe30,litecoin_log_return_sharpe30,matic-network_log_return_sharpe30,polkadot_log_return_sharpe30,ripple_log_return_sharpe30,shiba-inu_log_return_sharpe30,solana_log_return_sharpe30,tether_log_return_sharpe30,tron_log_return_sharpe30,usd-coin_log_return_sharpe30
2024-09-03,0.7972545159683952,0.9581520575557079,1.106509344845656,0.13909181554440633,0.6481656799006256,1.0735984458110777,0.5364591301986691,0.5013638021222847,0.6805651800564753,0.5400028808413881,0.7513334459639547,1.0133091084726285,-0.8145187534299281,-0.24530462285594068,-0.36984964130338055,0.008645937458982822,1.2631741580187485,1.951672687043967,-0.5714490452113435,-0.7401992247835951,0.8854030376382079,-0.563626627275364,0.859803939701575,-0.3795839660189793,-0.1468190555328016,-0.9896785264598383,0.07020769947967902,1.1869837022108725,-0.17559631836715422,1.1529888571805318,-0.8621972116367955,-1.7351451470141799,-1.1348007391486403,-0.7865137378821052,-0.7590820356148003,-0.7683007130634059,-0.9219300267553993,-0.701341336491837,-0.848807339554028,-0.6152450914321348,-0.9850158847089961,-0.7166545282538961,-0.22688048320666546,0.2767324686140457,-0.19326889308263326,0.2677858684267257,-1.1585482623024537,-0.46792014163956575,-0.08787381806838344,-0.28815545452345076,-0.41066714618324335,-0.3522851060531413,0.11494090096211683,-0.45139011569774606,-0.8234590490431235,0.1870445901804081,-0.6015424825989804,-0.8337689044530978,0.5057489617855934,-0.6666948753276867,-0.21928150690127227,-0.8362563781066161,-0.6100044882095673,-0.6092699429304196,-0.7032174059458568,-0.46541370389783054,0.14529976361620578,-0.33407375864313693,-0.6605431925482108,-0.532844909725854,-0.28398261922253887,-0.8999966080370193,-0.17207250649492845,-0.10482601268609185,0.528185986449882,-0.307925440649371,-1.0024944910478635,-0.44876681808897123,-0.13440834922768877,-0.06442071049974318,-0.021092483171198904,0.13924607451122423,-1.199335303731468,-0.11338102594276125,-0.11663295622606681,-0.032998297412875285,-0.5879905914399941,-0.19319084994626767,-0.21291883069186426,1.0955470702388816,-0.08982736369482176,-0.38840214818080865,-0.6637655152926412,-0.5423331314294104,-0.49314612854207146,-0.524151449206167,-0.17981994063768114,0.03899122401712501,-0.8067880680840577,-0.257558725014439,-0.23129906578637094,-0.40508877537103355,0.1701870676905449,1.3185864312073825,-0.0019865542519538672
2024-09-04,-0.8912127376892577,-0.5689849868047319,-1.1808264388913168,-0.8884718856416712,-0.5006131208689217,-1.0110093744662483,-0.26412593087031483,-0.6456675218541538,-0.7446292338892868,-0.42119301715290386,-0.8423720898534075,-1.249769821697023,-2.775532618810907,-0.5524333797367448,-2.468873438867896,-0.08158428076128822,0.9096132862508969,1.8303112142372266,-0.5827412490818944,-0.7816715474641562,0.6823648953521344,-0.6084851748770724,0.7177676410017457,-0.51095897613217,-0.21522329571676999,-1.1352233739117417,0.11522506580594404,1.2914128081377951,-0.15926360832098943,0.9170628735910057,-0.9349071665543044,-1.8924753045783458,-1.2353149927811373,-0.8263100402645296,-0.7766909145931957,-0.8696983379375269,-0.9844672132650997,-0.7725106095704,-0.8971821357658137,-0.6268985853740476,-1.0863989841860708,-0.8595028320109012,-2.595785578120444,0.15552627806341898,-2.5628328825647197,-0.22253918379488793,-1.6043033480517916,-0.648511769188542,-0.5491621302858962,-0.5439543699105185,-0.5050933572199486,-0.13527341185577768,-0.3187389784939284,-0.7386293857070372,-0.8990181351599336,-0.27450307257898826,-0.812970834449334,-1.3163281708450083,-1.2879474899122587,-1.0098509121966504,-0.5823415841363151,-1.0650203773775568,-1.162264995657336,-1.1423698056589875,-1.0045698571812842,-1.0860176037346136,-0.1650886304700836,-0.4845739861547612,-0.9971961513499221,-0.8674583425994773,-0.8323869266021118,-1.3875067203192004,-2.218452555383772,-0.4743644610287585,-1.8916460522519294,-0.4523429378286901,-1.0430045080602017,-0.5427830024545618,-0.21925590001909487,-0.08142143698492847,-0.12189728559205187,0.144459767617193,-1.2696024089039222,-0.15886102140660063,-0.1139090081924476,-0.1588385032909498,-0.709404070710891,-1.8173023157397603,-0.41837738478411135,-1.8376161310460162,-0.0009591907762199667,0.10999133721420881,-0.5635410463496984,-0.5155013944924245,-0.4260990035851734,-0.372914504424519,-0.016649245530900157,0.18955884414787955,-0.6372003677376545,-0.09098431013968587,-0.06827096265424398,-0.4696245406899574,-0.2561095223479653,1.0059538893935487,0.8796937964334623
2024-09-05,0.47684928279260425,-0.8678549463557174,0.24451041472566198,0.18328942572126244,0.19985535316882336,0.11062387444507031,0.2679915738510575,-0.8843590885492735,0.2504425333676487,-0.07975499830731393,0.7112212106087359,0.9887288707782544,2.904264881169936,-0.07181036393803224,2.3035322121794195,-0.31203566099772767,0.5590265077052068,1.3224181897621927,-0.7139110699315939,-1.0804427266011158,0.17585611443699226,-1.0691264892132706,0.5449386977509926,-0.878736023687854,-0.306082188467534,-1.0773428459222112,0.08001297693628062,1.4713789676429165,-0.18813386702725413,0.976398658967265,-0.8835839569472537,-2.0568349899848077,-1.1953899582250136,-0.8101477570221381,-0.7603590501771735,-0.8331764766875973,-0.9299223753444803,-0.8368974465113629,-0.867091437773281,-0.6206883042690933,-1.0200568405661434,-0.7223331610118446,0.4331106858339387,0.14816760436804802,0.08161350948504514,-0.4128736491622764,-1.7757024271387418,-0.9753542085880976,-1.1171313395375204,-0.682496491402946,-0.6786908505106396,0.04475632953185224,-1.3234882907727519,-0.9712152547131525,-1.0445914332363644,-0.25835854892248333,-0.4933927673824858,-0.2772584010112087,-0.7467544573461965,0.07751237653846724,-0.44693955015790887,-1.377881234832092,-0.9995447480448874,-0.9778003821953322,-0.7706438051332006,-0.9104407629921508,0.2040255884267325,-0.6826884269551912,-0.8016380294264018,-0.836921911705162,-0.36163823666408323,-0.8123976524975355,0.06166740891455477,-0.6102872625259099,0.4109533270589722,-0.45234611095394295,-1.176441444503091,-0.5211241489980039,-0.23936700392010202,-0.06919148324738691,-0.13352575621475055,0.18130270234035745,-1.3914410007994962,-0.13697899324312043,-0.10541602870270447,-0.11657054472477824,-0.5913072877657766,-1.0324895102711937,-0.5513784213189579,-0.7854888198298019,0.4392917712252719,0.5908943089196181,-0.08063569829532369,-0.03777033055451138,-0.022813999144964466,0.09607290471489106,0.9428174887547268,0.3432076967483097,-0.03930762346204444,0.1743240673976517,0.15032084414372954,-0.044452368648848176,0.893520112974128,1.3723912024467408,1.3024958497351948
2024-09-06,-0.4695654980264469,-0.4722424881688767,-1.3796413525034332,0.05947329299488879,0.021908289420042346,-0.860781083443582,0.21465223610226855,-0.6742939965899205,-0.47961116724911396,-0.5671659750127298,-0.5786034377931785,-0.7305410000429068,-0.7707745984921027,-0.081154158480354,0.18286674629239133,-0.4308470472875086,0.4451064252326728,1.3125907652729696,-0.759374263527695,-1.0930177588368715,0.21643381663314865,-1.1119422054459749,0.4640100584110126,-1.0590234026542953,-0.30273013825704836,-1.0452906702079685,-0.21947418075642494,1.388234882518835,-0.18773772400115035,0.8945028373356153,-0.8240154029866261,-1.932606801749953,-1.2289162226911106,-0.7906392094785325,-0.7193358354446611,-0.8291670370980659,-0.8075735289778536,-0.7618712377833987,-0.8133157471734603,-0.6078625206902588,-0.9799550368336424,-0.6898568671160518,-0.10268459166348831,0.2181076627864079,0.1695706076134631,-1.093712405921951,-2.4418959101331597,-1.1302724572333656,-1.2952326736939364,-0.6099780225974996,-0.8619113446224463,0.2533306373229213,-1.4711216189929648,-1.1412018860001254,-1.1882610980153858,-0.4137604528790478,-0.6814343725110166,-0.3919559252668653,-0.9883611840354165,0.20766814718721194,-0.6770469859637049,-1.471406104445809,-1.5369741551639582,-0.8893626136854845,-0.6905841814342147,-1.274095429829969,0.5252535419972257,-0.7893160808741229,-0.9707711356491288,-1.2462079672615978,-0.7673234352830733,-1.0769122675616791,-0.5255586204629881,-0.7625707735496948,0.544490801930564,-0.48988796368050996,-1.280129423916603,-0.66650027362187,-0.22759923166941556,-0.04997902816769306,-0.28101121515267474,0.22908555556106283,-1.4976324559188612,-0.1527276246510339,-0.11843489790301764,-0.16063583442811086,-0.5803564111965319,-0.9320563909351324,-0.6322588082902529,0.1425022207483422,0.0724874780730278,0.07786113784993082,-0.49663140113198817,-0.2597680603671124,-0.08560946142477695,-0.1365163695812385,0.7684436729825505,0.010880820956448515,-0.6497096469130919,-0.0356919244073835,-0.08972442222555059,-0.636175434179813,-0.2659315578154727,1.2272387343273556,0.44589435771969016
2024-09-07,-0.21935909567079234,-1.2736082546291503,-1.6826831733017769,-0.5811307741724779,-1.1841403854479766,-1.6092228481372977,-1.101984047358595,-0.07838850005426633,-0.3078518923954191,-0.9001120053757288,-0.6019379260291368,-0.7707210367103413,0.7037470274751124,-0.29124204384368296,-0.32103701655614364,-0.5243055993677561,0.5125843917564332,1.4458704025271683,-0.7469690313656855,-0.9558294731296793,0.2970206585751319,-1.0671736361037938,0.4237174545932407,-1.0687044257872291,-1.0844794575963739,-1.0964009215015913,-0.19691530114207176,1.3975482074622025,-0.1824693474559775,0.8931276008991609,-0.789493746992921,-2.074270890772173,-1.3374225155935526,-0.7936908266726711,-0.7434503349698018,-0.9446346673096564,-0.9029835036207409,-0.7316670880530761,-0.7813722800089055,-0.6282032468497131,-0.991442551267532,-0.707035443129128,0.022831648390375013,0.0836506256769561,-0.16284548197834708,-1.7067351369586692,-2.8756824392781324,-2.3256813151771683,-1.9511027311310092,-1.6168421557577535,-1.7563520900627478,-0.685606418407299,-1.6064922865704927,-1.7702923771785053,-1.7511825307999223,-1.4316633764338285,-1.3505413518862928,-1.0506796380773806,-1.597788095432796,-0.2943189575690319,-0.7883428067542317,-1.6983732096167437,-1.9398944106145686,-1.149697082913533,-1.37349160288149,-1.7257928864039311,-0.7704552723882684,-0.7470947979895358,-1.00538223264871,-1.7144415816847616,-1.0964064655459451,-1.2616135021469723,0.03491088533648765,-1.136787978962049,0.222811715166256,-0.5132237860715186,-1.505384862942555,-0.9437904613430456,-0.2495965399489672,-0.09954864358612875,-0.6386826026983643,0.11074877037232309,-1.491870874836993,-0.17178865651341257,-0.1596314606359676,-0.2570721003755129,-0.6381263522099149,-0.39838541887089335,-0.7096829767362086,0.33281667066368564,0.24119604017331356,-0.07152484125490043,-0.6427956295865339,-0.32533020874304003,-0.3005760589629939,-0.20336582119393606,0.6657923025577045,0.12870922455579972,-0.8424934571110785,-1.2538153607214135,-0.001915799171202652,-0.8322942863085406,-0.09070803777171665,1.0066561525297981,0.11408952425907909
2024-09-08,0.6083322319736825,0.485038305996243,0.07935483019849492,0.4768921576862161,0.48720778140205584,0.549848627457528,-0.3527898961666532,0.2500925757378957,0.6087496959454353,0.028743379312859325,0.0793445038205311,0.47036640280302394,0.27752148713099184,0.45606254529597917,0.2599573635500832,-1.2624967949825583,-0.21132597534749117,-0.10471490995210174,-0.8679362931108688,-1.469773046219475,-0.7528520115310761,-1.435606384595881,0.10802817059401466,-1.2359904101975658,-1.1036159846007272,-1.7087805270130987,-0.6928671686093059,1.3544624363022386,-0.1794906033788862,0.8676636128060532,-0.7747325929848967,-1.9507118646641524,-1.3391979224650263,-0.7822221851966022,-0.7309814651224674,-0.9171057386663507,-0.9447647813170019,-0.7306744320644082,-0.7712672343599228,-0.6308670151348932,-0.9995923453000619,-0.7115576550477201,0.08070953020848341,0.11040990249547177,-0.01770406415810953,-1.6619069636370032,-2.506703666312163,-2.2880684021445155,-1.7019641579422191,-1.3216985916319073,-1.544333720600323,-0.8829479205568574,-2.25570034392068,-1.6867226176875612,-1.756955194334163,-1.6833348651691002,-1.682817942985975,-0.8243904881627068,-1.1326358461250259,-0.6326258290199431,-0.5669928359080869,-1.3794374517824357,-1.6719675885632748,-0.791194087101108,-0.9345890338954197,-1.2512210516505453,-1.0862600915662568,-0.6464837656771361,-0.6486624080649214,-1.420151331834455,-0.9934895108672139,-0.9629974126892844,0.17580833115720534,-0.9380096476795436,0.3896320317622155,-0.4135210004773372,-1.4628187046705015,-1.0377400313989913,-0.20265361022163975,-0.09003196248307524,-0.703298582231725,-0.00811719155268087,-1.3626438275899913,-0.09397079322268251,-0.17015197511680313,-0.2833226461585425,-0.55813862100735,0.12965754314964392,-0.6543102697692716,0.7544364928625179,-0.25223655608974255,-0.9131213718758429,-1.567324274416348,-0.6377339935089614,-0.7220397362346231,-0.9485605937540027,-0.1270900642801575,-0.2312175871746699,-1.1889382927243999,-1.363407795834215,-0.7469966545289478,-1.4468226923384335,-0.5551859412176677,1.0516092064417866,-0.31288055076381077
2024-09-09,1.2129540536949002,0.6913345302513493,0.3798284400227372,0.617456241091137,0.1034422664063555,0.2590182512033691,-0.47890503153416003,0.3764824222091684,0.4475874346176762,0.03666369559540221,0.3273967389011615,0.3646016682705374,-1.416799845290349,0.14412319667680784,-0.9793658140682802,-1.1747132440503667,-0.19535399576462928,-0.08945901394842452,-0.8336673901521584,-1.501533239133994,-0.7824204233798201,-1.4197759812929511,0.10762030061747689,-1.2115969586074198,-1.2065417804869014,-1.7062097838606718,-0.7137819134955984,1.2747798228554539,-0.1797205362604646,0.850105898621584,-0.6567424209062118,-1.4906737360925364,-1.3014969578498372,-0.7438412289328832,-0.7197356027038564,-0.8793277636409299,-0.9609564971797961,-0.6953052630753506,-0.7436928802012931,-0.6240003136291261,-0.951930985316287,-0.6293917796804654,-0.5071467966241392,0.12364283824777295,-1.1286809430354656,-1.0598015535886975,-2.028123037309177,-2.1278740982722364,-1.1217138206690107,-1.1140678193994993,-1.4029432123541403,-0.809309761560256,-2.00962593469088,-1.2636306790331449,-1.5282010436686797,-1.3257388124698548,-1.4749319812817125,-0.390046446382481,-2.1454055595270773,0.25827694735336015,-0.057619478502953056,-1.0353164489783055,-1.3676083425631411,-0.36671313828300284,-0.7754527113711653,-1.0005859885107125,-1.4676966086179453,-0.5190018685380633,-0.3867100113012496,-1.1791917064452393,-0.7582682253276838,-0.7403311248745099,-0.9298819894407194,-0.8781496471505842,-0.7207831052075705,-0.1513360992103805,-1.21084713282042,-0.967251102832479,-0.10074010580033878,-0.06621739703391519,-0.6323923193308422,-0.13583199207478533,-1.1397465214793658,0.024662778667336977,-0.16006681072099332,-0.22806050700036032,-0.4086974006121627,-0.36827627942603297,-0.5688065658515545,-0.2050967964628426,0.2870397730347888,-0.4735596389788606,-1.349563973522567,-0.33839336941808934,-0.538863527172647,-0.7089767026980605,-0.2134772590185653,-0.07668570836506663,-0.8952746625420505,-0.9902797287020795,-0.48268470985296763,-1.1478161406588099,-2.0832639252707414,1.0369503314048851,-1.310539749353834
2024-09-10,0.5879735930941958,1.2262554961719252,1.515219347263152,0.20653370295196885,1.4059386998338863,0.6871862763214223,0.18946980022133292,0.4542285685337408,0.6221513771988046,0.29322233121060676,0.7326761502650684,0.8049657353588993,0.42807427582888885,0.14981185215474593,-0.0648891586624427,-1.1470230126128873,-0.17092801998924612,0.14562967842073446,-0.8293804599752627,-1.243395783354267,-0.7247158144679405,-1.4188255612800225,0.11841305891771073,-1.1629241453551264,-1.190151430425431,-1.6295539764915998,-0.6497203985641529,1.034049880821813,-0.17953106475867342,0.7509717068068993,-0.5728126839383674,-1.1273520953212364,-1.1003426561098173,-0.6930012626241995,-0.6483199306723744,-0.7393249313131574,-0.8833154952950703,-0.5786242582988117,-0.6808399931045876,-0.5879828963358305,-0.8342643312187186,-0.39318849208834783,-0.2156184004762342,0.20873024750064503,-0.7116207436657529,-0.5900759787000617,-0.9975185048470123,-1.4076478854486982,-0.6568786686530507,-0.20865958707288626,-1.0243457445204311,-0.45568366742191724,-1.726677958971987,-0.5418245908212982,-1.0869356352512367,-0.6982252850469531,-1.1090013395523328,-0.34971028811713184,-1.4181379878534128,0.10097490926855124,0.19873079040469865,-0.5483463290752862,-0.7597145124661261,-0.20024928159519625,0.236239383985256,-0.6351518842030133,-1.094359987426037,-0.3740997536762704,-0.0507469603416684,-0.8069828376747179,-0.2847428282275532,-0.3706660441168906,-0.5319341371812654,-0.5633365445604211,-0.767822698443594,0.11455381234366441,-0.7309747643790895,-0.629930017833669,-0.004461908262278921,0.047362381801603404,-0.39624495938324017,-0.18038141379846204,-0.8541035697687874,0.18341664357905532,-0.12441139358250482,-0.06349952571684407,-0.15578550061876362,-0.39966630273568343,-0.46629699039874384,-0.8709985543099716,0.4805656590909493,-0.42893061769394,-1.0034139665721353,-0.2177080013577012,-0.2245500609238454,-0.5519977735238758,-0.2045290935975363,-0.039811459190848185,-0.6139079646975918,-0.8882359337595099,-0.25860642923293153,-0.845684518110959,-0.5385497599903631,1.0757518638582038,-0.29283395936138373
2024-09-11,0.3781153446918402,-0.16109929445565166,0.3104367766678169,-0.03640395799201194,-0.25404096310348123,0.3157184065811211,0.016476612585632544,0.22007482075447934,-0.15635483129197233,-0.04806405532030507,0.022496713102429126,0.09114987834598497,0.9811816212811248,-0.21611232155338864,0.719197198677188,-1.2987779447866465,-0.34292208385796974,0.022799932187948308,-0.8869496288887878,-1.3187867994093205,-0.7263896228112358,-1.4530451904064303,0.03535816035580266,-1.28700735141374,-1.3073147253587998,-1.7703219276363047,-0.9053551038551665,1.0445955865919576,-0.18064997993521228,0.7598370324424617,-0.6262289777127323,-1.2953249580576716,-1.1095404846133716,-0.7243232457643953,-0.6876460773802306,-0.7484360077720621,-0.9092360015829352,-0.6342831553898114,-0.7591950641313882,-0.6017117085877326,-0.8681341072801225,-0.47083563859809585,0.48707318338695527,0.17147086008405737,-0.11122086617130625,0.08800738030046407,-0.7002522966545093,-0.7797945501947736,-0.2564849138907041,0.17138703680893827,-0.3062120952765381,0.085968546995022,-1.394617753295252,-0.23649662302949429,-0.7454404626187835,-0.1468538104427202,-0.7026094292162456,0.676376158407064,-1.1128482151854078,0.4509021051083468,0.37095287614325334,-0.5349745714405276,-0.5725739562034727,-0.1573721365498581,0.11183353617031336,-0.44196501595127846,-0.9575610916129261,-0.27479368751108135,-0.0825107037423367,-0.7048943030549878,-0.243769682494414,-0.3012719702962402,0.3253073736146138,-0.801019884540772,0.16900500579770789,0.3388025873944196,-0.4009183136194511,-0.31395994912183073,0.06162107139454329,0.10675321577157162,-0.13803878158454636,-0.19112308106948148,-0.5786595856149713,0.2709187532448328,-0.09119396312443569,0.057066965438443945,0.043369362776682616,0.18871534410640348,-0.4203299884564619,-0.3655761969115742,0.8892567678780859,0.02506570196331148,-0.6711614723282419,0.08631545813756282,-0.08054438792063559,-0.3672185458006084,0.047847900552182895,0.1959623790124026,-0.30499221446089275,-0.49228637338416753,0.10592125546440403,-0.40846635556998334,-0.42716132251535655,1.0970796062993322,0.13841846637859598
2024-09-12,-0.8452263834918073,0.9557982017982373,-0.25536764366393566,0.3931831454870091,-0.28591019404708445,-0.5083739748560445,0.17889628042004385,-0.42260072079848765,-0.3322372025097164,-0.28810121904281694,-0.4201157675032467,-0.4939386231555458,-0.5087635539256156,-0.013429060831154908,-0.4674356438020165,-1.2541890039148704,-0.37047281069807364,0.011175415183498396,-0.8935764534746697,-1.5093158505168849,-1.0030472332231875,-1.4916530378850597,-0.0688410282905476,-1.301376807629245,-1.3385442192830121,-1.8348630285433496,-0.9477163561484931,1.036149276477893,-0.18376724429580255,0.762621108514077,-0.5821559495289288,-0.9811351947758999,-1.0559984485772924,-0.666644341496151,-0.6748350114308335,-0.7344474134264601,-0.9079811010918093,-0.563467318748438,-0.7065261660200123,-0.5878636579008668,-0.8329460578036978,-0.4008473201018169,0.6937417246429372,0.16299598090031292,0.6402969813642398,-0.052764019166520605,-0.32614713551859525,-0.7301980631502664,0.010656323237265838,0.021745062445232062,-0.7665267159596932,-0.06887018382899099,-1.185381795739765,-0.10663589676818416,-0.9112434930857402,-0.42011796202481494,-0.7001171261425687,0.4196655396769772,-1.1198455277567865,0.32584989495246797,-0.013106297256173832,-0.09324801071101335,-0.5965196409260011,0.19103000284705945,-0.03464080432398939,-0.5922988664373856,-0.6817011287924895,-0.3114538348373781,-0.19821075956893291,-0.7844480103592648,-0.4705275582072094,-0.46428212829403787,-0.09923571489634801,-0.7383241145586029,-0.38638854134178224,0.3398247251930187,0.0404894224472155,-0.11107730911478526,0.14424493520439136,0.12690785824832812,-0.03986651138772681,-0.15964350308920303,-0.4247649407397173,0.28896506964733465,-0.07303008389976344,0.07813428197519005,0.11011631984452107,0.2595640243045014,-0.3763752693526233,-0.5900271041940696,0.44237681397513356,-0.029559075072258696,-0.7752963722936532,0.05530506401739011,-0.4483939066316189,-0.9255068147211379,-0.13122344804230635,-0.12453196104488247,-0.5701857060069876,-0.794268651860911,-0.3315340726196432,-0.7419305245212073,-0.3033726184416898,1.1899701693614657,-0.17974804808056347
