PC1,PC2,PC3,PC4,PC5,Cluster,Coin,Regime
-2.2856377488514847,-2.2764447044374125,-3.881228983115925,-0.589202854326188,-0.2733579556781188,2,bitcoin,Sideways/Low Volatility
1.813071269157134,-2.693387193570309,-4.253915758284173,2.3151894637530344,1.058584769147878,2,bitcoin,Sideways/Low Volatility
2.5114156388209774,-2.3179543576355437,-4.246286637163701,-1.1834197605958523,0.4904159811329619,2,bitcoin,Sideways/Low Volatility
4.266050331630708,-2.7389064471447773,-4.046915933686669,-0.7009688239031406,-0.0715504293208622,2,bitcoin,Sideways/Low Volatility
3.0054995916801746,-2.7719318063256946,-3.86057358070287,-1.9252845235449292,-0.7110708721659639,2,bitcoin,Sideways/Low Volatility
4.209071592622824,-3.254180391981311,-3.738287762676746,0.609495109240957,-0.771522152155489,2,bitcoin,Sideways/Low Volatility
4.279627474548422,-3.674999726945853,-3.5567381201313544,-0.3314811852897723,-1.0123523743373806,2,bitcoin,Sideways/Low Volatility
5.195911324973987,-3.52505818083632,-3.0027253846005415,0.1750023269255632,-1.2481427343485394,2,bitcoin,Sideways/Low Volatility
2.577794397654365,-3.1911662687551208,-3.1380694521168317,-2.556525977055937,-1.3306193567572715,2,bitcoin,Sideways/Low Volatility
1.9865540792873744,-3.0067003663057505,-3.4804804923240455,-1.5255756538025589,-1.1052540713242671,2,bitcoin,Sideways/Low Volatility
0.4039710699596097,-2.759094119978134,-3.749146699811023,-2.109263441062598,-1.6168806758976728,2,bitcoin,Sideways/Low Volatility
2.000247908273995,-3.5115189702861223,-3.5926897645219658,0.3495756919102168,-2.2241837892985497,2,bitcoin,Sideways/Low Volatility
-3.901128696638551,-2.1797143057207107,-3.1798947005556015,-5.039784429422886,-3.1415446461500176,2,bitcoin,Sideways/Low Volatility
-2.3785984044943,-2.552672781458033,-4.654735212159835,1.0923962419541486,-0.5115871448777942,2,cardano,Sideways/Low Volatility
-1.7731404994435216,-2.456915534312193,-4.677231639081361,1.055422692493511,-1.058486275255046,2,cardano,Sideways/Low Volatility
-0.5259951640724541,-2.8227529112813494,-4.402442373513945,1.7157526948182635,-1.40759065648143,2,cardano,Sideways/Low Volatility
2.433945706127122,-3.2617264313902985,-3.417439878713127,2.220785599815743,-2.7313576072588903,2,cardano,Sideways/Low Volatility
0.5488651487033726,-2.291835964435383,-4.941786201583199,-2.1908252021474826,-0.2239933229373812,2,cardano,Sideways/Low Volatility
-1.8514587719357456,-1.3125173883993542,-5.748930375695484,-3.9401289796636054,0.2559959098623476,2,cardano,Sideways/Low Volatility
-0.921929835022154,-1.368820199411554,-5.339265312671295,-0.6421466867408313,-0.940367173330629,2,cardano,Sideways/Low Volatility
-1.5815092405314872,-0.8736536738895001,-5.335898256648032,-1.3283717520459162,-1.5493635445046965,2,cardano,Sideways/Low Volatility
-3.956616057943248,-0.3514278403848135,-5.408036286566611,-1.9907972568963948,-2.0547801106949906,2,cardano,Sideways/Low Volatility
-4.6224519570002265,-0.7364811810016259,-5.050537106968316,-1.0848234473392626,-2.122715270060745,2,cardano,Sideways/Low Volatility
-2.0346448006164635,-1.0208913352802236,-5.142922865736783,2.5836182535108887,-1.1350600177942671,2,cardano,Sideways/Low Volatility
4.861664665385501,-2.2037104997458328,-3.566642587964488,6.61473578923318,-0.2929071673605597,2,cardano,Sideways/Low Volatility
4.723712726119269,-1.818998798111314,-2.536886847760792,1.4385964924910626,-1.00416569599623,2,cardano,Sideways/Low Volatility
7.822975532153135,-2.07495567385357,-1.6130230892713373,1.1670946771893274,-1.358748967374884,2,cardano,Sideways/Low Volatility
8.637152097778763,-1.2464835059364143,-2.300343561476074,0.7657286820946199,0.4454356071418657,2,cardano,Sideways/Low Volatility
12.641688298831514,-1.9771966894407125,-0.0927223969508224,4.601987629055468,-1.5858218854877648,1,cardano,Sharp Correction
13.762454920928636,-1.4714789916999875,-0.1636217441242333,2.7857933811481144,0.7288159158883027,1,cardano,Sharp Correction
11.880774763539014,-0.9573966344181388,1.7278039957614686,-3.898532974690988,-2.6866745884190943,3,cardano,Volatile Rebound
9.476046927896707,-0.61586624770489,1.132232030635346,-4.406646116268601,-2.1255717104502088,3,dogecoin,Volatile Rebound
8.968002127372914,-0.1972750322113248,2.527980928489471,-4.195495324080233,-4.2417029747444515,3,dogecoin,Volatile Rebound
10.408908211037335,0.3676058614955814,1.0625538754896329,0.8434821117754012,-0.3654373821158475,3,dogecoin,Volatile Rebound
11.83517337764614,1.4707920272202673,2.0223214016555104,0.7813030347318214,-0.8138169224390468,3,dogecoin,Volatile Rebound
8.743086115776856,1.492204173991983,1.9026078901562475,-4.086498170281198,-0.619281562891869,3,dogecoin,Volatile Rebound
10.477446791877908,1.651909932779086,1.9554185868101208,-0.0070629720861159,0.4585374573386822,3,dogecoin,Volatile Rebound
8.49743768885688,1.7702971591037084,1.9525356009729216,-2.991676766268648,-0.1000962227294239,3,dogecoin,Volatile Rebound
7.665413805444223,2.0730148701179796,2.092070341878705,-2.4424846364123924,-0.5416589396467505,3,dogecoin,Volatile Rebound
9.341469180929035,2.025889098228678,1.3304871960838245,1.6162425647211944,1.3771496869351858,3,dogecoin,Volatile Rebound
10.760642041785424,2.4785768613322445,2.071854911368856,2.117121752568105,2.077610106383969,3,dogecoin,Volatile Rebound
11.659750898444738,3.065111806070248,3.040727201118635,0.8290706399411385,1.247689041649646,3,dogecoin,Volatile Rebound
10.742110346061004,3.853698905393795,2.1456414356893,-2.804977228793774,1.432475725814326,3,dogecoin,Volatile Rebound
6.571274624882105,5.262186485800623,2.149833791297828,-5.734050567483323,2.5667982434759256,0,dogecoin,Bull Momentum
5.770463154901324,5.847825286536639,1.9925942378835693,-3.1107757624462797,2.0039894099337214,0,dogecoin,Bull Momentum
9.356004314585864,5.471396942418274,2.0447954426577417,2.8365680275385565,2.6195557367853004,0,dogecoin,Bull Momentum
7.578150303644208,6.056810745486835,1.9798788539640548,-2.0640790667368645,2.793075918057398,0,dogecoin,Bull Momentum
9.5123539616787,6.093725355547707,2.315407902939108,1.2450245667808788,1.6193411928886083,0,dogecoin,Bull Momentum
9.03063546035421,6.971837868514331,1.6074974141899057,-1.4161826707097744,2.188750289365764,0,dogecoin,Bull Momentum
11.104106066577607,6.845024024783146,1.6174468082506612,1.1543053798816585,2.3487100876706117,0,ethereum,Bull Momentum
11.498712408539754,8.07305960364157,2.666694043398502,-0.2428509178392864,1.2940916027962814,0,ethereum,Bull Momentum
12.579020654556391,9.412494764007388,2.262687924169113,-0.369454026661377,3.17330988286596,0,ethereum,Bull Momentum
12.789217561413354,9.274757435103211,2.2301142900626822,-1.5551519908809062,2.518518775692959,0,ethereum,Bull Momentum
10.999196393318057,9.805561410644058,3.210952296688712,-3.697271541051423,-0.0018557769848614,0,ethereum,Bull Momentum
11.514514391966332,9.560884060472654,2.2239154717255705,-0.1567362211381283,0.8442347626356224,0,ethereum,Bull Momentum
9.652840638071869,10.26087603094779,0.8541894576555656,-2.114194691535641,2.677133429970191,0,ethereum,Bull Momentum
10.548447796829109,9.380069727830302,2.6744843257891064,-1.1255024135049057,-2.3372092859400357,0,ethereum,Bull Momentum
0.7521497384026433,10.639013865384022,3.057400989971449,-10.729844141929972,0.4202650119007964,0,ethereum,Bull Momentum
0.908315931360934,10.483998949211186,1.3192715976772382,-0.2100085163309735,1.8795304017347527,0,ethereum,Bull Momentum
2.770308751695791,10.46647509694872,-0.0595489732115741,5.342333139358513,2.346938219146871,0,ethereum,Bull Momentum
1.742195934496488,10.587083661596912,0.029977186355726,1.3443613889821182,1.878226967869315,0,ethereum,Bull Momentum
1.9908160931313563,10.663559524195213,-0.1435340042327771,1.6147789721857546,1.8333072017180188,0,ethereum,Bull Momentum
-0.0178030217813367,11.133074265544913,-0.8687428888871082,-1.1032669960779429,2.321744965523731,0,ethereum,Bull Momentum
1.6615573360180116,10.901875337541604,-1.1120292462643613,2.9827510423624313,1.946418531770086,0,ethereum,Bull Momentum
-0.02663761091713,10.505238335310542,-1.0622634383002496,0.1812502998743028,0.7210358281382826,0,ethereum,Bull Momentum
-1.5903961088155127,10.581466067518711,-1.8012801121004751,0.397827274182074,1.8619299769489253,0,ethereum,Bull Momentum
-7.448291776336365,10.988823465204646,-1.2505950116064095,-4.304840554428705,2.1574257064463787,0,ethereum,Bull Momentum
-9.371257127941576,11.054959867398304,-1.1158060995802253,-1.9508405217354785,2.7029289343247864,0,litecoin,Bull Momentum
-7.172393206859227,10.261548003916271,-0.8578344374387257,4.640040004071197,1.866132865107523,0,litecoin,Bull Momentum
-9.34241906734742,10.39981353396118,-0.681544090966087,1.0263624595663707,0.9963026812801142,0,litecoin,Bull Momentum
-10.474675772409917,10.147183494208225,-1.9821599516301427,2.0031789199835535,2.2493863663589355,0,litecoin,Bull Momentum
-6.368174238476913,8.992993065173765,-1.5919235089077843,6.526755104157191,1.764164790117929,0,litecoin,Bull Momentum
-3.702226188074479,8.215155812089918,-0.028765326168201,5.519087474519322,-0.8025494274160941,0,litecoin,Bull Momentum
-5.0254381571207904,7.996900346347581,-0.4681286495131582,1.550070946765392,-0.1128784871528802,0,litecoin,Bull Momentum
-7.787072008690083,7.775859111367986,-0.2190158778627938,-1.8411628492405916,0.4532288033247614,0,litecoin,Bull Momentum
-7.300536860135378,7.2031560707261315,-0.454604922126043,2.159494060836669,0.1518937495104969,0,litecoin,Bull Momentum
-4.986838887336694,6.756500463920876,-0.3686893953486159,4.078568043268323,0.4795998889974729,0,litecoin,Bull Momentum
-7.293427208700223,7.026965707918369,-0.1203157029972253,0.0938999337661819,-0.6123352427437728,0,litecoin,Bull Momentum
-6.421315465171988,7.0176433598646994,-0.0257557398871746,1.9496637132790335,-1.2669152098147416,0,litecoin,Bull Momentum
-6.167848187237839,6.5528814628488465,0.0155154017317041,2.1987708990372137,-1.9652948316440897,0,litecoin,Bull Momentum
-3.1755111679995736,5.9367283708249765,-0.0192431063242324,3.8940444116144697,-1.4860479234295676,0,litecoin,Bull Momentum
0.058701403061553,4.112068272928991,0.8336551938545472,3.652816176282829,-3.507623226951314,3,litecoin,Volatile Rebound
3.2600540421305566,3.415348854974447,1.2045209004314334,4.5227607344509595,-3.5521865701129047,3,litecoin,Volatile Rebound
4.0139487606223225,2.7949134595670007,2.11396918192163,0.2405601004462833,-4.742880342221106,3,litecoin,Volatile Rebound
4.300094501382073,2.4745795813325535,2.622307691207505,-0.43268338553213,-5.7351570229036435,3,litecoin,Volatile Rebound
5.983667386617206,1.7173654180492302,3.000628607197168,1.3441716707881857,-6.2069319650871675,3,matic-network,Volatile Rebound
-2.17247541935793,3.1918000039114105,3.035113191351989,-5.956415158315109,-5.273333555162034,3,matic-network,Volatile Rebound
-1.5172361666946022,2.7413792773420753,0.6556280035671794,-0.9788394734047384,-4.045234970342084,3,matic-network,Volatile Rebound
-2.921608034634722,2.624574217465286,1.0371274781212725,-1.359134988527015,-4.631090710081684,3,matic-network,Volatile Rebound
-1.4763592574555933,2.0560310393187597,0.6249068065468201,2.705659429547948,-4.787830441362866,3,matic-network,Volatile Rebound
-1.4399684734632745,2.4679620278202723,0.9217194811813136,2.2254540491280403,-5.080015185319133,3,matic-network,Volatile Rebound
-2.593420310753552,2.163325004262595,0.9509675632744764,0.0392540129935957,-5.039383344803265,3,matic-network,Volatile Rebound
-3.374834073144415,2.237820002740861,0.8850660726866687,-0.2324431262735938,-5.014021367422018,3,matic-network,Volatile Rebound
-0.909272786599536,1.7376950574173238,1.0775457209277963,3.618922800011585,-4.923307308557715,3,matic-network,Volatile Rebound
4.134610099787635,1.797380748037078,1.914099254138422,6.397520644488573,-4.962244689213994,3,matic-network,Volatile Rebound
1.9893354200437872,2.014946180323463,2.1845903321759947,-0.0371723001390726,-5.366899593019197,3,matic-network,Volatile Rebound
6.27468671778136,1.4251696425570843,1.2574408589248396,3.6187324969190073,-4.556508420222439,3,matic-network,Volatile Rebound
3.141485961738832,1.9068546244868263,0.3613821964080829,-2.802171282953106,-3.898006162589207,3,matic-network,Volatile Rebound
-1.7358115352371295,2.6537527635861697,0.7707197280793378,-5.860092527485773,-4.271513171643216,3,matic-network,Volatile Rebound
-0.455661539048893,2.8795416210462563,-0.1338847226699158,-0.0506100036004711,-2.8408620880800233,3,matic-network,Volatile Rebound
2.9557023600544414,2.3953299971147555,0.2890937704587164,1.8406699183708777,-3.3356518258505443,3,matic-network,Volatile Rebound
0.922779288287232,2.389070667655142,0.3020038310672106,-1.722487572099976,-3.468545316554988,3,matic-network,Volatile Rebound
1.1933034781031655,2.557269768106089,-0.0380320780909776,-0.3957399982111443,-3.4050968623702165,3,matic-network,Volatile Rebound
0.6988052678577676,2.515840465205124,-0.2115716799292537,-0.7189450698447509,-3.421200948630485,3,polkadot,Volatile Rebound
1.7503811436022978,2.449728460549431,-0.8781133976708223,0.3083122022796911,-3.0054043493661267,3,polkadot,Volatile Rebound
-0.9037563419281656,2.734426624155596,-0.3674519188406179,-2.7632153637237997,-3.0687513033152394,3,polkadot,Volatile Rebound
-1.3324412574862097,2.279338461746841,-0.3671722626801551,-0.9357033150172874,-3.06628721416316,3,polkadot,Volatile Rebound
-3.6446701634801,3.092943428200609,-1.127873987334774,-2.318243308304344,-2.0984922412191014,3,polkadot,Volatile Rebound
-2.5609060604576697,3.2488436410495773,-1.4918969521478098,2.1107347397290184,-2.029535532054885,3,polkadot,Volatile Rebound
-0.0885331820935938,3.1866227213491523,-1.110227960996638,3.1418748952210813,-2.0514923458714143,3,polkadot,Volatile Rebound
-2.190082736887157,3.420021517775003,-1.161979981577136,0.0407743110343703,-2.158059177247752,3,polkadot,Volatile Rebound
-5.553774881328598,3.697674394795793,-0.328772084364318,-3.023779997657017,-3.2118595877204177,3,polkadot,Volatile Rebound
-10.291581814880647,4.017337704716168,0.414705010345602,-5.557061222847793,-3.869992710649334,3,polkadot,Volatile Rebound
-6.374194814551648,2.8437071388084703,0.2174151638695143,4.557509477407013,-3.246630186055994,3,polkadot,Volatile Rebound
-11.061864022442776,3.1696176745817897,0.3946223138399729,-2.1687205977343647,-2.7932900267467327,3,polkadot,Volatile Rebound
-10.763639766186516,2.7358455633470182,0.2403516039116184,1.6912736000239743,-2.428865055618653,3,polkadot,Volatile Rebound
-10.851090428416596,2.6109124986975134,-0.6644967663129138,0.6379759560745918,-1.941187237425048,3,polkadot,Volatile Rebound
-9.247083163680491,2.0812942913936583,-0.4479544785348017,3.079109857571359,-2.0371348025870795,3,polkadot,Volatile Rebound
-7.929364646201666,1.6341190939668273,-0.8284877952181003,4.166808155406333,-0.464693647693461,3,polkadot,Volatile Rebound
-7.61914747014644,0.9131754637102888,-0.2910809166408443,1.968764221560558,-1.3586231254136785,3,polkadot,Volatile Rebound
-5.963419990699398,0.5320682901648234,-0.6002023896647891,3.378292757383349,-0.3295837561578126,3,polkadot,Volatile Rebound
-5.196367314598572,0.5625291688459596,0.1741012078291152,1.3898128961277405,-0.956580218840687,3,ripple,Volatile Rebound
-2.249226854234219,0.3112047926864991,0.3144976088949365,4.4034642997838045,0.4564522227986555,1,ripple,Sharp Correction
-4.255790630338979,0.0856555322132815,0.9037419067454596,-0.3438373614497883,-0.8186905761175526,3,ripple,Volatile Rebound
-3.3517244138521147,-1.3917060369893088,1.1334552836698322,2.058498301884626,-2.0615750403666824,1,ripple,Sharp Correction
-2.790542792624012,-1.3882341017047577,1.409121671165764,0.2145232359129218,-2.687122833327148,3,ripple,Volatile Rebound
-2.749919678240832,-2.1326855363130357,1.6010534167508552,-0.6064334649339939,-2.7743523342392447,1,ripple,Sharp Correction
-3.4593277326719316,-1.6587151944607643,0.8544797131942086,-0.2231389472277135,-1.7861262660858856,1,ripple,Sharp Correction
-3.8776745738348186,-1.3019259480885332,-0.2904648979316558,-2.012523961221095,-0.7679662186916824,2,ripple,Sideways/Low Volatility
-1.5933382648544332,-2.1056502295082136,0.315995741339636,1.519002364179597,-1.4483602174574577,1,ripple,Sharp Correction
-0.4506675339504969,-2.88175387931564,0.5097245437164785,1.4452503595720612,-1.2214786564755504,1,ripple,Sharp Correction
-3.639708469004422,-2.2979156967831504,0.6232935163254544,-2.287671489266573,-1.3050355857407556,2,ripple,Sideways/Low Volatility
-1.4695155418753745,-2.9561917693420807,1.0241258304273424,1.9525728680298573,-1.8392009353235264,1,ripple,Sharp Correction
-1.771755278419873,-2.3406476622818233,0.7551655180857244,-0.2213559351479323,-1.8486748579276635,1,ripple,Sharp Correction
-10.121855945313182,-0.705739275875705,1.8739776739757972,-7.578658642252554,-1.4012696437842027,3,ripple,Volatile Rebound
-7.873733052342157,-1.1127290058573398,0.7965570655863425,1.6262622170471055,0.4219676221835893,1,ripple,Sharp Correction
-9.942574558246866,-0.3845468290394265,0.7125524404066859,-0.3924759243771051,0.4255070663292931,1,ripple,Sharp Correction
-7.882760047033467,-1.058252380510573,0.7297227989275717,2.3547068393692796,0.5302112290487128,1,ripple,Sharp Correction
-8.86870578348791,-1.1663434123177892,0.6143918549966549,0.8143366727633993,0.0160217347639461,1,ripple,Sharp Correction
-8.239458345509771,-1.768315773471362,0.9612693682366192,2.084695239224479,-0.1657885356837893,1,shiba-inu,Sharp Correction
1.1999369389290198,-3.171809389952526,4.365913421696333,11.068538768183096,0.7452539586474427,1,shiba-inu,Sharp Correction
-9.873549155250611,-0.7715001043039388,5.932476725369428,-11.064114712034922,1.5639260964963344,1,shiba-inu,Sharp Correction
-5.506847566068264,-2.184289929804741,4.6930780964727274,1.0682158658680534,2.350177948728057,1,shiba-inu,Sharp Correction
-4.299725266895643,-2.4944998701330876,4.574704938740491,3.1797139433078465,2.8872406020386396,1,shiba-inu,Sharp Correction
-5.041892914403402,-2.313557034012405,4.492416889968963,-0.3696914731085836,2.3441000798965113,1,shiba-inu,Sharp Correction
-5.697037705941404,-2.169275782182843,4.1742716383216685,-1.884110134810115,2.725440562132564,1,shiba-inu,Sharp Correction
-5.813314198830297,-2.2488980272827575,3.7803353122689463,0.2837241182545288,3.946961406910858,1,shiba-inu,Sharp Correction
-9.582009843811589,-0.8178991203684819,4.829715893784483,-5.353384675667438,2.1704432567847194,1,shiba-inu,Sharp Correction
-9.821290148837337,-0.9198109497112172,4.58611233287827,-2.5458740970969616,2.515181823062702,1,shiba-inu,Sharp Correction
-6.459374322922124,-1.8688116504491303,4.965779565603237,5.113041970307989,2.502815214194926,1,shiba-inu,Sharp Correction
-6.1994917193687655,-2.1069652501235256,5.25268926049595,3.1153266318384145,2.543618029731068,1,shiba-inu,Sharp Correction
-7.2587284735355455,-1.9393391251096777,5.58764497037381,-0.1261311154060207,2.3178397407048386,1,shiba-inu,Sharp Correction
-4.712841396354782,-2.94237449245266,5.997713373977481,4.25848315423901,1.0966069964680856,1,shiba-inu,Sharp Correction
-3.76425587595931,-3.1433405205854767,6.226865255287777,2.826563152809884,1.467715703213221,1,shiba-inu,Sharp Correction
-7.260264566055048,-2.635901596703311,5.9278384864608755,-0.9291118845919838,1.8052932097101868,1,shiba-inu,Sharp Correction
-3.495817478734793,-3.400612900476966,6.4602131750526155,2.726252841325125,1.3664862989735602,1,shiba-inu,Sharp Correction
-3.944644929255092,-2.8298577887769194,6.242223607187393,-0.0585456990571895,1.7980229073105338,1,shiba-inu,Sharp Correction
-1.3567526999928556,-3.1697404935766516,6.454831519102826,3.878521746349652,1.4067798422267417,1,solana,Sharp Correction
-3.684543725143143,-2.4767467836814614,6.03395573173018,-1.8987908759488157,2.4971072521893904,1,solana,Sharp Correction
-3.0014291910561828,-2.7995556544113276,6.570861145759279,-0.0355954207006608,1.503177104776778,1,solana,Sharp Correction
-2.3660945347720266,-2.973125299791862,6.6897217026311075,0.5187024932116875,0.8975679949617568,1,solana,Sharp Correction
-0.2406958370961467,-3.6062700072423217,6.829448081410583,1.1348505029306977,1.2425557669338871,1,solana,Sharp Correction
2.251541209059605,-4.3862795134330135,7.215992140995739,2.604497593554819,1.1006121301264016,1,solana,Sharp Correction
2.547556668265618,-4.401588664411655,7.4257299941715615,1.0827030561492286,0.7585765736662226,1,solana,Sharp Correction
2.098796003155498,-4.091151179820825,6.199402989517001,-1.4121027166767188,0.7189203662454378,1,solana,Sharp Correction
2.6743337934413423,-4.115727818465658,5.7840405042668115,-0.5114336602644104,1.2840161892828437,1,solana,Sharp Correction
-2.260799561651782,-3.1915211000702017,5.550471992033255,-4.621230413683741,1.2122331370377837,1,solana,Sharp Correction
-4.438303773633874,-2.716877550512877,5.12076746634911,-2.7063958255945404,1.516723773760636,1,solana,Sharp Correction
-4.179286011297812,-2.634373066686196,4.9986839648010335,-0.5710272255737991,1.4424744906429945,1,solana,Sharp Correction
-4.573764789722869,-2.576286118054068,4.494258341971508,0.0876574067910571,2.078626158730904,1,solana,Sharp Correction
-3.2556668954737797,-3.8982415475672982,2.991699488730081,2.5128578976028946,0.0626854442492559,1,solana,Sharp Correction
-7.551181883257,-3.3478410776259464,0.264719120663881,-3.642344839571396,0.1180265139759526,2,solana,Sideways/Low Volatility
-5.719806651865865,-3.841464502424984,-0.0964697302365175,0.9890443704075446,0.7339592982815206,1,solana,Sharp Correction
-4.92487514642089,-4.235072323298142,-0.2654901937867594,1.4055500200590336,0.2622088507988955,1,solana,Sharp Correction
-5.507484368991556,-3.988734584456228,-0.125042569553587,-0.2600025022422911,0.0516878308204807,2,solana,Sideways/Low Volatility
-11.811198536864728,-2.4682332284672146,1.0880483125168647,-7.118701146797676,0.3494327275129196,2,tether,Sideways/Low Volatility
-9.368677398687613,-2.8866049988068574,0.6343602563181746,1.8225979964352588,0.6404697337133497,1,tether,Sharp Correction
-11.03527914923883,-2.092557774944058,-0.926996759722892,-1.8078671605957224,1.6168064088122347,2,tether,Sideways/Low Volatility
-2.6190438054788245,-2.98428819076829,-0.3383868640776641,8.380951601281483,3.010921587563423,1,tether,Sharp Correction
-6.668393890036982,-2.488431369426397,0.5709509434073118,-2.0852085133865708,1.6112889083480404,1,tether,Sharp Correction
-3.0461315383123058,-3.580493498811946,0.5994634708145371,2.8807093958648395,1.6009465295348384,1,tether,Sharp Correction
-0.1065970641986106,-3.9855564324591177,1.151978422624938,3.054823651693815,1.5383851821173145,1,tether,Sharp Correction
-2.391442405852813,-3.615390711397128,1.1051097450862757,-2.268974141586856,1.459524890375179,1,tether,Sharp Correction
