,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
avalanche-2_momentum_5,0.1267255633176237,0.038621735688861944,0.047399822006449537,0.0691092161043861,-0.12151269476022386,-0.005022990254183213,-0.11195224651038042,0.11029176858019513,-0.09533228589321834,0.01799073192785267,0.11616669497933245,0.04783130935968217,0.0734616565607285,0.06702678552663736,-0.08943496171088305,0.01969278072609976,-0.03499343834168353,-0.049262440450346376,0.06000616699350966,0.020445820130376494,0.05403996314180701,-0.008079821794798726,0.00990716460935817,-0.004730810964911498,0.06752770061900268
tron_reverse_bb_momentum,0.03966363027353679,0.042126547589892906,0.015488833582388726,0.09916533050460279,0.02300130049703393,-0.031176940302706246,0.03419240236501152,0.013782729215202625,-0.07649537689003555,-0.08013413619134795,-0.07257793799539035,0.2781549106465485,-0.21349346680047246,0.22107575758082215,0.07387678498464645,-0.12870287328031044,0.3656545850795542,0.005530271634588087,-0.12192075727375427,-0.20109165361325293,0.14719451979218215,-0.06034323891540158,-0.05831637522695454,-0.1098403944442784,-0.11971221597577035
tether_price_sma7_ratio,0.04732081790235531,0.024625988046476102,0.13278095188299283,-0.06613431661653105,-0.05430346593762911,-0.21796219439007025,0.2167893718971749,0.15653656259506585,0.024031508268363574,0.02841019975996259,0.057576143236468966,0.06065871282935141,-0.02941925083676951,-0.05114343891147682,-0.04722132397265013,0.09608159640193425,-0.014572228125836742,0.16289297409634257,-0.004930859087685579,-0.004067528566789706,0.02843270440904124,0.08348752594003152,-0.025861478575124757,-0.011819622790651125,0.003295971039693761
bitcoin_bb_width,0.011174797944226504,0.10412865876064484,0.03535610296167733,-0.17054375275342132,0.02766529833499836,0.08713068385353367,0.011992638203789104,0.07967379572840858,-0.1767758097676404,0.26308918148396104,0.08229157124248747,0.06923598823974669,0.08031281258529233,-0.07056411942786152,-0.005888956597465425,0.04588257812796542,0.07553744242222739,-0.1861474650380616,-0.16751402929567055,-0.14146351613955158,0.0035634844922817874,-0.09452160971737762,-0.17313767594822804,0.029759025323104694,0.10270480168535853
ripple_sortino_30d,0.10509027484753644,0.10224867287941806,-0.17086961084707014,0.03497684955640304,0.1064918944401234,-0.005753034828824394,0.062304151452032046,0.03107558066797703,-0.025594889654218345,-0.13030749071728545,0.028380634120348018,-0.014152038687110171,0.05388602210816501,-0.03619800478259158,-0.01700980703116576,0.010045700024951507,-0.01727423458937142,-0.0839452773327618,-3.212339981769667e-05,0.09661843863352243,-0.05257212437973475,-0.030413734046878405,-0.031185124265157304,-0.014934939221526673,0.009616305332114586
bitcoin_sharpe_30d,0.1283007194322507,-0.0981273752878052,-0.09433139505607531,-0.04529537292230284,0.07410355621402691,0.09632358232418295,0.0941235950257722,0.057496317836661245,0.028966706175010407,-0.03164423473011898,0.0628892260770339,0.0018225454444918837,-0.08944496794649842,0.09841895149034056,-0.04876776013696531,0.014476327806750679,-0.01937763853020573,-0.015528300171348892,-0.012274964918132169,0.08258215823455527,-0.08216469791995697,0.009935797390264685,0.03879441163859417,0.0007513603734224266,0.014982259870742014
ripple_momentum_10,0.12348415861022753,0.05624247680152315,-0.08267114352187581,0.02645922576010176,-0.012020270711665422,-0.09613424565219292,-0.046973599639398275,-0.055623975145537304,0.035693957539459704,-0.0948791870258841,-0.04667502202119886,0.08090118286834405,0.03896899167570856,-0.17995049297399027,0.20126845950201902,-0.044947029778361486,-0.0649459939440772,0.011628805330181083,-0.07407561609693243,0.020189393570032233,-0.031431329481250325,0.01659779523982334,-0.024252436119823355,0.016464005193987927,-0.021383927132436274
ripple_sharpe_30d,0.09654084686859328,0.09018572178894212,-0.16264747709160393,-0.0038075333684729003,0.14050530466168426,0.04172872112192537,0.07012419840162402,0.1021886613372082,0.06603363281612333,-0.14084596166142174,-0.012774475749702698,0.01997072409282848,0.008046381581125486,-0.07451749065329612,-0.013414468855276394,-0.0008293896902251594,0.012143427494120866,-0.035306603087521655,0.08150486282273756,0.03754419662435927,-0.06187630639441751,-0.04479465055997285,-0.06547039586248866,-0.04135171880841193,0.09187281282319557
avalanche-2_bb_regime_type,0.02261359637089601,0.12015627150118886,-0.03013435533054146,-0.04564488693542538,0.029350304088677132,0.0626953831662768,0.012764379657626853,-0.021318100605176953,0.2665533626422744,0.18030153759618373,0.26504752912444945,-0.07282259234009343,-0.1872966075693439,0.1468589589202569,0.08540099851218902,-0.16277267612051444,-0.050746039793949094,0.051883341443110874,-0.09584925327229883,0.05755763283714697,-0.010834343554846214,-0.0040320470425658965,-0.06870504960158626,-0.08690471321057464,0.13211261074208477
bitcoin_vol_14d,0.018571611026121922,0.22603823733114392,0.027645388860158125,-0.18048701790231791,-0.0475424005253815,0.073008932745392,-0.02948594952478444,0.020472587098781192,-0.02463115196730003,-0.06049096873678676,-0.06825060342660645,0.03928305808800579,-0.06308515061947427,0.09616501067373767,0.07911074042168185,0.11748790711436562,-0.10173394151669365,0.04216724373584372,0.0007741157579390347,0.07486868700649116,0.018131160043286944,-0.03780467168858201,0.01823056408046369,-0.011988687834605742,-0.01936122810558948
polkadot_btc_ratio_momentum,0.10755587058206617,0.11541743697740242,-0.11358140656351798,0.12386855403460537,-0.07151857554634201,-0.03813088277855605,0.06088855466731304,-0.11520869294495982,-0.06432172037004154,0.03928823123156806,0.07709204994484434,-0.027203410069814447,0.04153481738982976,-0.012942282816605446,-0.10689911147036829,0.0365122754615627,-0.056869440492050984,-0.035766196707742455,0.023393912277129506,0.0037418871713822697,0.046294643547221306,-0.003877898041241423,-0.010110152733299328,0.04903735792275027,-0.06977731246703052
bitcoin_momentum_5,0.12527626618366128,-0.028486842435225118,0.09331832327011867,-0.07804248211825503,-0.05275774658766948,0.03807427291385111,-0.1294018425189254,0.15628044999671428,0.03576121429092222,-0.016058653555683703,0.02975615097586506,0.07260654514111141,0.015463702714694313,-0.08584454812141093,-0.043646159506267095,-0.1019936584387171,-0.016191460823449053,0.042494890455438444,-0.001591292881281641,-0.08474933518669456,-0.028752520268662013,-0.05992575877009411,0.06929210378541366,-0.08668717645820874,0.023060359364856845
ethereum_price_sma30_ratio,0.13680623596587632,-0.10929232168306684,-0.07449815006395882,-0.005238826058590434,0.008980858708456817,0.11860902427330385,0.10501593627859636,0.013514867706916631,0.002331283994944454,0.0427134454459219,0.03482203029432821,-0.0644814190630215,0.05386773837913765,-0.0177425817139618,0.012193699600479346,0.002668291743314774,0.04608511968860472,0.01888114976569298,0.041363260062886625,-0.06658056071562234,0.05543571448521632,0.0033521053882398207,0.028629875171189784,0.013504034199083859,-0.02566289223024318
solana_momentum_5,0.10189823581776644,-0.025691169791483493,0.0950076704957485,-0.06656109004934507,-0.07194388246625691,0.03615229504827384,-0.19613241521093686,0.10487650022605835,0.0055415153242904915,-0.027444839479443792,0.04029891938452318,0.12030409918010422,0.010101424505794415,0.013721675681089564,0.11107673261104829,-0.04212213225139502,-0.067891248574371,-0.05648252869405803,0.18491358589153603,-0.02109685480657848,-0.008666131607710435,0.05847574763252792,0.030318670761835472,0.13076897273148352,0.08059997959761593
breadth_positive,0.0677311583687367,0.059957863029846646,0.19444466077570802,0.0689499628444533,0.14099610997167755,0.01796800103951305,0.07142646880332382,-0.060293189737563056,0.03443302406267701,0.014756867136027748,-0.015338696485773327,0.0009060711005831779,0.024037993571222584,0.01386498690818445,-0.006110180797656511,0.007918380827981414,-0.056493638401789045,-0.048205187497346924,0.019317295965069984,0.03467869257900533,0.10385421312812569,0.04873266079570772,0.05898898350170082,-0.029490766789592924,-0.13081141554922743
tether_reverse_bb_momentum,0.026534550547523846,0.028353803334284788,0.10493283874889077,-0.010075106864222623,0.011144526566136051,-0.20260027379128842,0.24024323070815473,0.10600751804785706,0.032118652833601526,0.02845651725246472,-0.001411220817917193,0.007047896186767302,0.10989064358306283,0.12389586601779821,0.0693775784814114,0.025218139526642716,-0.025219757298530397,-0.04099974555851581,0.08629227229078712,-0.09172350811851097,0.09885600978796244,0.03822842173913991,-0.07200572484183254,-0.11731017076797617,-0.0032687520886669464
bitcoin_reverse_bb_momentum,0.07718588908599978,0.015296058775083303,0.19493216667913146,0.02849449848333607,0.13763237681840546,0.023180692299670704,0.04396611388412606,-0.05508662859903791,0.014033235229234154,0.023162551433116383,-0.08881507671202378,0.08653123044213573,-0.018528132438742538,-0.08680544842384871,-0.08011040050500495,-0.030742133734743667,-0.06604018612359198,-0.02755576022493923,0.015155487654465375,0.020562014352811037,-0.031469675727301666,0.060959824370368385,0.08070934051252186,0.07649990598328883,0.13151571336155146
binancecoin_price_sma30_ratio,0.13518153757785412,-0.02916082420701026,-0.05669974096305197,0.11534114828322169,-0.024724452009261003,0.07289509512707269,-0.006302867654243473,0.05215617326339933,0.1413952096379784,0.07676447048039627,-0.09568721698589236,-0.005081862911490285,0.08286803039185522,0.038661913320256334,-0.027423269922272456,-0.027635930275483916,0.06153647978522534,0.026128100865330624,-0.04027784004998254,-0.12728824726176843,-0.05316674621666314,0.01336499342816924,0.03657356953971165,-0.004523886826660848,-0.06460495703086366
bitcoin_realized_vol_30d,0.04314545412655033,0.2374001251902658,-0.03065967451238337,-0.09343416694761547,-0.07973405409771542,0.05405577048297448,0.018836182808501196,-0.08271526716321394,0.13754561885059288,-0.07459484127419681,0.01609105488247359,0.02623266599127029,0.03871927613599909,0.04956604524579592,-0.13168195048358944,0.019810414990566776,0.11550707400707988,-0.05627357051608521,0.018217855107065507,0.07677924702771821,-0.12879667427284774,-0.00830283361223758,-0.07428001349409573,-0.022105966834499,0.02247243044386662
binancecoin_momentum_5,0.10197549832854115,0.015248455351478382,0.07091204318477297,0.1429977305917922,-0.0888258504999381,0.07821596714407535,-0.13902992590170815,0.2179663496605579,0.031567094753016445,-0.038641740581026256,-0.03618110049009865,-0.050961991065283686,-0.05037913810527133,0.08632243091332999,-0.029057946480575712,0.10083465519222681,-0.01655731086959469,-7.230278479963923e-05,-0.014321347418237472,0.05990258818258895,-0.06510246682418552,-0.08284547385434632,0.00038902467754516436,0.01580705256245934,-0.019785224355482092
bitcoin_bb_position,0.10028776372297148,0.0071293406517741065,0.15853422653734262,-0.01004941737834883,0.05006421406708435,0.0170742967810665,-0.022505089327789208,0.035363015362811875,0.08903950938490554,-0.007119129294908118,-0.07144266384416197,0.08415197915161597,-0.01137705451660135,-0.136025485595251,-0.17777578741838174,-0.17574595101729798,-0.26039760322871663,-0.012786067724986024,-0.05727533339757313,0.018475441839414578,0.07510607194237524,-0.013167813521605896,0.016537223076257438,0.02180368580372826,-0.13201239805383436
bitcoin_sortino_30d,0.1273067061925557,-0.07338837465971002,-0.08783374628235806,-0.06408662325465092,0.03413798549987891,0.12456072214113782,0.12958450506891134,0.030841431220768215,-0.028772176804245892,-0.008497281663787399,0.02931990536313763,-0.0767910066117763,-0.1115784912506898,0.09461060554565709,-0.031255514993000964,-0.0006867140903213617,-0.05960704590803256,0.057408820976201196,0.02587264641931893,0.021527980414562796,0.011921147321585642,-0.00984379531136114,-9.738341758848614e-05,-0.010691432241786635,0.10931787210972845
binancecoin_sortino_30d,0.10411854315294697,-0.0476033202070024,-0.09961009639852306,0.07676323357042865,0.029145223601643455,0.17895970318782556,0.12138412322058195,0.1063241659641596,0.029657453027740255,0.0979633652942556,-0.015014113940957767,0.05507964690261166,0.035092791212296,0.12680676989845363,0.058503140168246634,-0.044963893677909636,-0.02958586773806446,0.08445952165932133,-0.05817468324537653,0.03866454811331504,-0.09229895946873877,-0.017734830280403593,-0.06674554231905021,0.03545150730201119,0.020556652099815033
ethereum_realized_vol_7d,0.021867755322876943,0.10827547059544376,0.026396015509206464,-0.09730413438988061,-0.06556477986545008,0.18054966443848924,0.10169707580757271,0.0774081257198832,-0.22886178204600707,0.07747384630163832,0.04285124504168951,0.039123197732255525,-0.014646591067713453,-0.1422790083503496,0.2781824851633646,-0.027637246557480406,0.027461488585422734,-0.06405691633417203,0.0578114829306912,0.11398588632067233,0.03769025663013344,-0.17447567814288234,-0.038619541370798094,-0.04364037648273067,-0.1069392707467367
tron_momentum_10,0.08319640125249947,0.03611490448916741,-0.08641424836702488,0.10508196943653113,-0.07857795745738234,-0.0678728396073838,0.08233037059051894,-0.029894852028086026,-0.014237576723237772,0.053651435334254816,-0.15348340073770494,0.22634456138848655,-0.2300812114417514,0.02927555556476152,0.07006248472185829,-0.047978327981157656,0.05651309631590667,-0.10717611144268603,0.0041818114594409156,0.08518544178814012,-0.0480154229470613,0.14781251705009063,0.1355873229570741,0.005261123870542101,0.07977539477441255
usd-coin_reverse_bb_momentum,0.01072467308944018,0.013594006585235869,0.03205934067572538,-0.01830816522576581,-0.028786569259232876,-0.1761139435714215,0.1740712544489067,0.13068127242883867,0.03703010845863624,0.018204434803733655,-0.020878883426854882,-0.06979207465276371,0.25575901493220654,0.2627141431336608,0.14099653359593783,-0.15728069158080543,-0.099688262184456,-0.24857783781755363,0.1302815062090143,-0.11044511059363633,0.09007927129995519,-0.08278947358546877,-0.07575397242570475,-0.08956294265391543,-0.009732850449295378
binancecoin_bb_regime_type,0.05334569129665494,-0.10471618730016864,-0.05244684089830238,-0.09441979741203639,0.039835431593187726,0.03472902176818776,0.018770896758877723,-0.03551055087477969,0.07745757585412491,-0.07201053324956262,0.0016194971123085088,0.3727815788480972,0.20074838542315002,0.06909580684947655,0.003378543977890469,0.0767532325813494,0.060854175269590985,0.09531861170253242,0.15013577964645614,0.1312064979966355,-0.2507808824260352,-0.029353754897040483,-0.22410695660933885,0.010227634892186107,-0.2404837392739503
binancecoin_reverse_bb_momentum,0.0602011807984321,0.04669188816631876,0.14842854242917666,0.13628203077622034,0.12252653818659529,0.06368409808848341,0.02512163554788485,-0.021965835767769625,0.025940390716015376,-0.051517306452186225,-0.09856297732815493,0.07932564845735186,-0.17390429805188837,0.1498459353758628,0.024619563545127322,0.1296756754727744,0.09688196022702682,-0.058813797234734996,-0.039472402774429906,-0.12488578635281883,-0.0020286620616155014,-0.09906686537405607,-0.025443968757996514,-0.08450547694517924,-0.10895249261574608
litecoin_reverse_bb_momentum,0.06846132795511363,0.03906795616306385,0.14063318568643593,0.08838436546922515,0.1484674394765475,-0.030746112583123215,0.051034169734115085,-0.0893497566304278,-0.005412945496226182,-0.04985954485481136,0.031884272322892745,-0.09698503475781912,0.0568517176424481,0.015339233735089691,0.05921188577475099,-0.03856152475744556,0.02954321960710693,0.02492321804868476,-0.1575457612797248,0.03682879542267443,0.04002095617502699,-0.2901116468324823,-0.14327673744273098,-0.06337612952072882,-0.06182178910733266
tether_vol_30d,0.05242750325348397,0.12936359077867438,-0.13112647260196278,-0.029792600728477142,0.21354274620476324,-0.10212680349137798,-0.10782965145934224,0.094252272969223,0.08575944269252711,0.14737355417511985,0.0319401502260226,0.02303701435029943,0.006774975059022875,0.023876820506339227,0.0006314124805955491,0.0390382829690433,-0.027786564475213514,0.04612061347904298,0.06134856258390718,0.05601689906431784,-0.010191412644878347,0.02196815814077126,-0.10960546456870852,-0.022964332439945005,0.003912249313643314
ethereum_momentum_5,0.12940551360617678,-0.0400809158788489,0.0492113665036112,0.04593315429214643,-0.10509322638633183,0.0767377755125799,-0.08538090129431118,0.1524464001148096,0.0029354938331278284,0.06160454909177346,0.09399479390018062,-0.020741635368091354,0.10872756877906165,-0.06050750567939786,-0.009697332788180475,0.0863290430959219,0.03139567190231701,-0.0415341498113016,0.0853350338662208,0.08318359934594885,0.04061200971510432,-0.016912868720521692,0.08129574802335984,-0.06053912405203016,0.00044239248949645336
usd-coin_momentum_10,0.011849315144711853,0.017110460957488086,0.020199307570873258,-0.049037028568392704,-0.02405628747866743,-0.18233359103284985,0.1530099729431685,0.10704180665015023,0.05692378221039351,-0.027601702360356334,-0.13443945637946633,-0.06684723227992308,0.14376633129937577,0.12969811756422142,0.08864643889572382,-0.24975583565516127,-0.05939769730115695,-0.1445625827539861,0.029598048845583837,0.07658526201767718,-0.17455289070836572,-0.19605223948128547,0.07118598742176405,0.47789147297492923,-0.028690390777202736
market_stress,0.021547167449748012,0.032930332080157415,0.016987143281581046,-0.08407325349648108,0.003955504081752048,0.04815819309602888,0.02600989431925122,0.054169588775070464,-0.21533065590055012,0.12475402215601884,0.026377162352883433,-0.05051043108778604,-0.02075366294316483,-0.12921372716382257,0.003632193513507486,-0.22695118986056498,0.16587943217129833,-0.1116216667574761,0.1462782130870623,0.11859021852656718,-0.3706598404157018,0.3641388080399017,0.14278822948757408,-0.25306860336068926,-0.21956979535029925
ethereum_var_95_30d,0.07950285879049347,-0.19058853756598093,-0.09628437775323577,0.0598723597813783,0.1452005970423162,0.0056596000676216625,0.04743065420674968,0.08847555166490664,-0.07097075901183086,0.06492479338727154,0.03353223081167686,-0.03597194920043151,-0.07620803979248215,0.03419445766088856,0.08383321657700323,-0.03301488851166903,-0.037702852319360734,0.004787819010163716,-0.0018349567428524026,0.030731403094874755,0.003940606257888406,-0.030808217990506655,0.07278388251677549,0.004906534043632571,0.03589713196317092
bitcoin_macd,0.11945473136804713,-0.09434885704616905,-0.1451592750590222,-0.06574734689412061,0.10730459860009131,0.03371949679691743,0.06708713637135202,0.007596260614557204,0.02588847745487032,-0.08407114720867878,0.04894758811294537,-0.031837299100711786,-0.0030840782088941312,0.04319613409410134,-0.05693727703938177,0.03484634168480507,0.03455102251380414,-0.07850164736533528,-0.038219376310197326,-0.04203504935305429,0.0034214789146017077,0.04405294133957003,0.028394855687975284,0.02838108492545299,-0.010151827950876198
usd-coin_btc_ratio_momentum,-0.13083109811401442,0.07074003112453332,0.014161355842554428,0.14245926095183756,-0.03593026189698414,0.004577941297100005,0.027879806315960147,0.08283810775562507,-0.09887598785811895,0.07920984507859044,-0.0325874462471149,0.03420684413778528,0.034518495893254945,-0.03326003542862959,0.10752348217141393,0.025829616573465674,-0.06862468601581746,0.05306351076414153,-0.05399845815777519,0.17822708265887652,-0.03836352157273381,0.033206345148696054,-0.12345723063178596,0.03787852873767233,0.035356622747024224
ripple_var_95_30d,0.09714402974765651,-0.19063165655075515,-0.03836418298733442,-0.03740502877321505,0.03195613374936961,-0.01027538619453521,0.0495417646997711,-0.08134696688050258,-0.1689400868401906,-0.010313827934175072,0.07046671682664193,0.015474330737469058,-0.029629523407305416,0.07701313556505407,0.03055070988270832,0.018087674712138457,-0.03026827065671565,-0.03000626633621242,-0.0582416279251951,0.09483126717168461,-0.10337919995803202,-0.16482976197422539,0.026395837203863216,-0.0858554427543183,-0.027026095013814862
tron_btc_ratio_momentum,0.010864067603487295,0.08847350996215494,-0.10498562896250724,0.20549768986511863,-0.040461605860258036,-0.022630489476648304,0.09949810679440739,0.06608724532278744,-0.062860056516264,0.10967598129535584,-0.11753369423966822,0.26977111515274554,-0.15858977763997106,-0.00685893421849045,-0.027114028240992696,-0.03452743111071191,-0.039496824223884355,-0.07594716555917905,0.06427671729003942,-0.0015561220767970159,0.001570858150899155,0.007614704293661687,0.14451824902527946,-0.023170574932015565,0.05124455191573885
cardano_momentum_10,0.13132035271137765,0.06478509657825551,-0.05041650158093148,-0.052175794295734226,-0.05853797722828401,-0.06885654240553774,-0.027266201917455064,-0.1225882076165887,-0.08187345171817079,0.053463482848056035,0.03540114595634135,-0.006722781966100782,0.02439920901219037,-0.04789168425519964,0.12662755523258803,0.08762043936209186,-0.06263703788852153,-0.013631667529770396,-0.10510347425962181,0.005552811502453935,-0.0227385074011272,0.18355756925867864,-0.02292354397275134,0.06785983958884055,-0.02384569233906239
binancecoin_var_95_30d,0.07168417371952514,-0.23138591727618324,-0.028779035687663,-0.01920975985688442,0.059429183270753874,0.032731008595964485,0.04084729927491802,0.00931911098532822,-0.033892390750119336,-0.07118733686130849,0.03449682160108859,0.12314549161991177,-0.0009129870699492823,0.06840677514435482,0.04585478360707626,0.028842859598825748,-0.10345121123868088,0.026981571562369806,-0.03352750993513736,0.06920691063901126,-0.14669466700185835,-0.02571418768214767,-0.12401025117505846,-0.043605980476749594,0.0061259670245340766
tether_momentum_5,0.04774208050859351,0.019300880261930067,0.11783248387718587,-0.05513057696423411,-0.07520464254444327,-0.19584630771621653,0.16447295366825518,0.16634745957871142,0.0007907669650127743,0.0015539818118142236,0.08211966271468744,0.07951568563721023,-0.02664511524328747,-0.0036240879694385162,-0.015762786617514152,0.08502772984613273,0.004726110041496281,0.18276457836459337,-0.019253373084041528,0.009770233278504148,0.04593220799609123,0.20702345654250884,-0.006484796095415104,-0.20787236286342098,0.039442598203027056
avalanche-2_btc_ratio_momentum,0.1136942914225125,0.08711645246498065,-0.0863197136189201,0.08621775125015231,-0.08836300836380581,-0.03154544919343741,0.05157359187430694,-0.1379885345446748,0.01788817435360602,0.0900130937164315,0.042099541193907145,0.11181798849447751,0.0956378151680961,-0.0048610189296326494,-0.10157192879839272,-0.02325573593302261,-0.07535052193189082,0.03658139417051981,0.1273965291182246,-0.15649405779657813,-0.026818359168529003,-0.06966332417208987,-0.013798778652832867,-0.02931617035501743,-0.10614950229992212
market_momentum_14d,0.149830871693287,0.026841580465490122,-0.08597729774781825,-0.04481366058516903,0.00013521785869548912,-0.04602515921080016,0.0002877104359771782,-0.1208436959911133,0.0002431080307658441,0.002404105664212845,0.014768478657222205,-0.016708192835384418,-0.03770937431708612,0.03258413543188875,-0.10481107755740611,-0.01512116182471337,-0.003931322236928384,-0.026615456652143838,0.08297235308562803,-0.14675504568169173,0.04757927439644145,-0.028093913956245997,0.0729585971496431,-0.008309261722301255,-0.022900258418086208
matic-network_bb_regime_type,0.007995102855711096,-0.05422649652683651,-0.07432207460594031,0.045114636464012384,0.22851304824651064,-0.21842566268967556,-0.14254311330788633,0.10353262133121793,-0.11063087985880532,0.13246467224470476,-0.047110965865867306,-0.04532293343568564,-0.03412569127257608,-0.07704670996737804,-0.007614795920014775,0.07755028757489879,-0.037391717539715146,-0.06520622724814636,0.029631943798673607,0.05572153706343666,0.10235787228142379,-0.06377055181948418,0.02531255798947855,-0.06582540486088766,-0.027233007493831306
bitcoin_reverse_bb_squeeze,0.024135923399471487,0.0016782167916621709,-0.010741106980286417,0.0970268469704678,-0.06616582375688064,-0.07341873383036276,-0.056561561197619646,-0.13876956780843455,0.152246861070746,-0.22881030985093592,-0.08967921139515014,-0.2266065703539942,-0.11545770651399166,0.19164605890934266,0.05292072326045387,-0.008533949596080356,-0.02845373952419758,0.2029407490329163,0.22764684690385412,0.32910292925412554,0.04737248344415835,0.009379699978081293,0.18608310985581256,-0.13145558546706868,-0.14434492324518855
binancecoin_btc_ratio_momentum,-0.03213668497930501,0.056962812537928405,-0.019532043026798094,0.2825868025703231,-0.10622578828421635,0.006320228101189128,0.014545012405842174,0.06952210916654207,0.0800552367002942,0.16691668866315365,-0.1747988190176698,-0.002799668061395798,0.08105713412545874,-0.08833657597045377,0.05887857060462043,-0.014643218449278942,-0.012034966701541581,0.1377807002606329,0.0033101317604871078,-0.025266619427575784,0.010713446257498375,0.05297522062276194,-0.04885959989399583,-0.011695876195408347,0.022958859578765204
avalanche-2_reverse_bb_momentum,0.07873680520244916,0.061371290874223744,0.17598982987543563,0.08170081458558563,0.15074981811854019,0.044093770209049164,0.045897109666289244,-0.1104415818307197,-0.02248590106625371,0.0051603459039404635,0.007699825663374962,-0.0023321972020297604,0.06852553386016748,0.032432703335178836,0.024846479748116913,0.004132517606738267,-0.010960665933669,-0.02831092701083708,0.034134473943155094,-0.010521190752868788,-0.006348702152140498,0.006127126064010784,0.0051689074271775255,-0.051708296722813275,0.021839827687044882
dogecoin_reverse_bb_momentum,0.08623828481270397,0.02861259130520783,0.19190649164789875,0.03816791266539065,0.12921803591876804,0.04939204552798359,0.021668268115066558,-0.057205608264416556,-0.004921306017340098,0.1213191522409927,-0.027857584930359395,-0.03235527350809106,0.018086222469895188,0.0228409633652743,-0.04920959653877011,0.04601888692975768,0.012049472489077286,-0.0032510559529836656,0.09547660899514177,0.08920914120673944,-0.03299522870681942,-0.05202565977597588,-0.013284524509206332,0.019912372957016932,0.10297796768501433
bitcoin_price_sma14_ratio,0.14181217176871747,-0.05351550755006309,0.05291234512494722,-0.14337796639384015,-0.00954397142189675,0.009868056523445566,-0.07144000764115532,0.009587920707523134,0.08673085523539675,0.005328767706473101,-0.061027570813029716,0.013534708220270726,-0.021115943558927878,-0.06294585783828535,-0.034554170906924045,-0.03952575231846599,0.035454936935119974,-0.05065873962835131,-0.07172182453078471,-0.08942041204452189,0.008575080701442231,-0.04058872130152977,0.06415197188298835,-0.04499117995590164,0.015230900095190791
tether_price_sma14_ratio,0.055852939584463863,0.02115258329716689,0.12085347745308594,-0.1020925006064552,-0.0879690878607817,-0.22359158420633118,0.20870480177527262,0.10541269199649658,0.02141133614034734,0.034102677598288174,0.01709613096950995,0.025965026281890242,-0.09941521286515087,-0.07142811782787302,-0.07025116990789196,0.16251355604679826,0.02643612820147268,0.14746122506965137,-0.008214438663326756,0.01024551623585879,-0.007603906607672776,-0.014920508098729194,-0.006715315639419322,-0.0030064738797225253,-0.014380826853838916
ethereum_btc_ratio_momentum,0.08745833517076569,-0.09123664940645507,-0.07534344870966735,0.11401645914522787,-0.06826962645425352,0.10868203821794391,0.1727119871306378,-0.02308289298948932,0.0024016902608899986,0.1463528228630036,-0.0005268957595196555,-0.08976427154995945,0.057715312493972236,-0.09771742095994593,0.024237320299072555,-0.04490643979716505,0.03200557870464668,0.1622151425143877,0.20340482958736417,-0.15895859179185626,0.10995299749638478,-0.039090630078664604,-0.04850942658831829,0.027141774959319017,-0.018981794898801925
bitcoin_vol_7d,0.004184469133606972,0.18502654620086526,0.031112066820117596,-0.18153533569172248,-0.006254622218141206,0.10174714778872922,0.007093202329280418,0.06171301162869223,-0.13441752172389237,0.09682231101678596,-0.017917833585234248,0.10759998001881169,-0.0009191911176996603,-0.012188305954009958,0.1730178052193948,0.038630227531266326,-0.0003316338441192347,0.02960700224916622,-0.08109750411669192,0.11245956666709093,-0.03959840343147169,-0.14155108528710336,0.02200914342548849,-0.016555780931818802,-0.17266884043611722
litecoin_momentum_10,0.12184387812709718,-0.02712384672894344,-0.053669255657800764,0.09334682441418318,-0.04653348975903352,-0.1502656831038999,-0.03586614124410491,-0.0684072837309983,0.04497091356600262,0.012850792733374217,-0.022416329279495894,-0.06677862671237891,-0.06821233239763765,-0.16830427226317826,0.15698862897883462,-0.10535203525891473,0.04119452447987709,-0.07728777069769821,-0.11657509882073451,0.09356553283288035,-0.04629615441135149,-0.004061072442587093,-0.07712124289726466,0.016010880798864115,0.05994499049714107
litecoin_bb_regime_type,0.05912836656951852,-0.15863248100818828,-0.0304727860514142,0.0035425825896621436,0.09581029033825221,-0.07018977639184212,-0.01087534691337347,-0.06103286520448881,0.12701831107448247,-0.028500640486854155,0.03749040728280451,0.2016829115253706,0.17194202610473797,-0.06131704880935124,-0.015133805779573364,-0.04678126836836692,0.2220316040565953,0.09640122879257115,0.06470929813308224,0.12380142472337677,-0.0814252570096884,0.015332779587881661,-0.1139690514839593,0.018241276766429268,0.14601663025322367
polkadot_momentum_10,0.13105622527025435,0.057839746022758085,-0.0619100722602247,0.04113032255661262,-0.09755839162361497,-0.07225861660899181,0.013179445537411542,-0.14556770874820815,-0.06547999704263514,0.01943274645532112,0.022330611780834998,-0.08580702171651113,0.06613468350993344,-0.01826090469265869,0.03595508651962658,0.12924003965693148,-0.032024946940043465,-0.08848937309607707,-0.15275053383354004,0.15618693179542759,-0.004537468369646903,0.061379751845229855,-0.036448932415696994,0.026880357692148235,-0.02223116269461569
