timestamp,ethereum,bitcoin,tether,ripple,binancecoin,cardano,usd-coin,solana,avalanche-2,dogecoin,tron,matic-network,polkadot,shiba-inu,litecoin
2024-08-12 00:00:00,2558.790870730736,58804.23449992608,1.0006695520459041,0.5528843062140291,503.4723056454186,0.32813971205626685,0.9998327048954654,141.47128798826427,20.44154740902487,0.10057023648634127,0.1277159190765806,0.40323653451179375,4.497237326765294,1.3403226552988326e-05,59.69135985165209
2024-08-13 00:00:00,2726.777988551933,59350.07433270696,1.0001393749505667,0.5686121537491582,518.7522169712583,0.3388740535248943,0.9999749316681444,146.52219296049833,21.28913697690903,0.10764679567740344,0.12666058649110407,0.4264858433005909,4.5863164382814885,1.3924317636523543e-05,61.414266587116146
2024-08-14 00:00:00,2703.5505587641255,60601.22317789727,1.0008777600254406,0.5764397935244148,523.5534548294074,0.34031679440042234,1.000494354053883,146.771846931375,21.41948647546046,0.1064688784071125,0.12887289795098672,0.4226091988496551,4.549008118472621,1.3888775734078745e-05,63.41178317001828
2024-08-15 00:00:00,2662.780395092489,58739.19382231015,1.0000430376218774,0.568488461134045,523.8422624962476,0.3352510404441318,0.9998513433749905,143.8673185637519,20.96641811598254,0.10252905287727541,0.1305044603002163,0.4235940862686173,4.385793874902475,1.3620528710986916e-05,63.90640796862764
2024-08-16 00:00:00,2569.8604812159274,57624.11692852191,1.0000905569496674,0.5611367072808928,519.9897914144176,0.3253933423536698,0.9999550078237077,142.88162536670714,20.130991987163455,0.100275273296365,0.13013629833567783,0.4017405525507099,4.281175255516217,1.3275790842003945e-05,65.23660120048154
2024-08-17 00:00:00,2592.249006212312,58881.92579151217,0.9998031890286656,0.5639502515238202,519.7178383319489,0.3298667419831867,0.9995043522932678,139.1231866703018,20.384503521057344,0.10033243172981855,0.13407651958574948,0.40349263685231485,4.289995401227132,1.3206964336046675e-05,66.43203506734483
2024-08-18 00:00:00,2613.139261446099,59430.79163445865,1.000201202070622,0.566181906156675,542.028372504351,0.3367647480219364,0.9999261819411789,141.68880938274887,20.657418341413347,0.10269963902448154,0.13486056479407887,0.4099916164546874,4.361623603426396,1.3368357918446537e-05,67.5769088316226
2024-08-19 00:00:00,2614.6012806263716,58438.293742685404,0.9985984281635789,0.5641402621351506,530.6035820721123,0.3342293557488534,0.9982836929937033,142.46608358914975,20.778492688243677,0.10009194285798964,0.13492470982829508,0.41132178915898354,4.384178303074269,1.3254874797750535e-05,66.32885660733855
2024-08-20 00:00:00,2640.5904207330605,59574.945812940874,1.0009990692483224,0.5991141923286195,561.3466933045529,0.336906427537455,1.0008286491786633,144.57380160342618,21.25054335351985,0.10159599159959506,0.1431179886949564,0.43033185522879874,4.484510325607978,1.3360724731209045e-05,66.40958382362982
2024-08-21 00:00:00,2575.643435503567,59060.12610074137,0.9999301030147147,0.594394755189024,569.5129223388254,0.3435596235608906,0.9996452610352657,142.51583020843475,22.28103959341012,0.10306458735082628,0.1605405987597849,0.4623028939423417,4.5218929590846955,1.3654747121327087e-05,64.46211745888466
2024-08-22 00:00:00,2630.2988017642488,61144.68762866613,1.0004049197589533,0.6003970672361606,569.5545076353214,0.3690813993917752,1.000055210774359,142.5238693684667,23.50022675928276,0.10608350285501175,0.1539941592839325,0.5259165610676383,4.669574138005986,1.4090636736438707e-05,64.30513998940535
2024-08-23 00:00:00,2623.289171364539,60387.54062321362,1.0000893379281615,0.5976871187626694,583.7567536762228,0.3765258215538865,1.0000208966261164,143.25427944806466,25.229380348702882,0.10535054546438573,0.15555217427525744,0.5311623701635466,4.695557370348874,1.4045791592740343e-05,63.814936129928334
2024-08-24 00:00:00,2763.2554073640704,64049.68561555576,1.0015577204672534,0.6102506382532653,590.4688964429359,0.39080329326451874,1.0003802095397256,152.928737509745,26.570187785152562,0.11285213909644765,0.15842403748636996,0.5382521425762121,4.901058044041947,1.529007704696785e-05,66.19123638543921
2024-08-25 00:00:00,2767.840733546234,64157.1606134782,1.001390030743097,0.6139391687850385,580.9115618477243,0.3945505635201381,1.0008818387516987,160.64024093840217,27.1397393902896,0.11266281449840017,0.15902242446191636,0.5728384682138206,4.989833412682986,1.5623882039200263e-05,66.56987024325865
2024-08-26 00:00:00,2745.164671605207,64265.81631272862,0.9997108868336821,0.5995127578984722,573.1076363055,0.3844660979829369,0.9993238872029346,158.63304408954454,27.00245405359141,0.10962319547735469,0.1664335767583326,0.5237421313522012,4.821201599433384,1.5136499398848129e-05,64.76088192072022
2024-08-27 00:00:00,2683.0801154902983,62922.58634676265,0.9999429851247148,0.5872790171235059,548.8530122031234,0.366819648548151,0.9994260436156966,157.03937393616738,25.9480591395376,0.1052227599299117,0.1615950877433376,0.5027773618369806,4.561931695975503,1.4642501927589088e-05,63.165098875387905
2024-08-28 00:00:00,2457.2773517547434,59526.560879590994,0.9991055625467704,0.5670252246535126,534.6723254250207,0.35011939081844257,0.9995430617543083,146.82431294389428,24.078459784609528,0.09893151850984021,0.15779097123781624,0.466029919525757,4.377939309670383,1.376674632054339e-05,60.4209499970027
2024-08-29 00:00:00,2527.0269814017706,59015.29633887944,0.9991098226668258,0.5696993284601568,536.5579977474256,0.3501971738999551,0.999362925282648,143.8331722816584,23.489005436149434,0.09953220763875235,0.15803040891156384,0.4368467579442135,4.2567939710699925,1.3863187017487321e-05,61.764205379449464
